name,type,start_time,duration,"data"
"TX","data",3.59259616,8.246e-05,0x37
"TX","data",3.59268296,8.246e-05,0x36
"TX","data",3.59276976,8.246e-05,0x32
"TX","data",3.59285656,8.246e-05,0x35
"TX","data",3.59294336,8.246e-05,0x5F
"TX","data",3.59303016,8.246e-05,0x68
"TX","data",3.59311696,8.246e-05,0x70
"TX","data",3.59320376,8.246e-05,0x64
"TX","data",3.59329056,8.246e-05,0x5F
"TX","data",3.59337736,8.246e-05,0x63
"TX","data",3.59346416,8.246e-05,0x68
"TX","data",3.59355096,8.246e-05,0x61
"TX","data",3.59363776,8.246e-05,0x6E
"TX","data",3.59372456,8.246e-05,0x67
"TX","data",3.59381136,8.246e-05,0x65
"TX","data",3.59389816,8.246e-05,0x5F
"TX","data",3.59398496,8.246e-05,0x64
"TX","data",3.59407176,8.246e-05,0x65
"TX","data",3.59415856,8.246e-05,0x74
"TX","data",3.59424536,8.246e-05,0x65
"TX","data",3.59433216,8.246e-05,0x63
"TX","data",3.59441896,8.246e-05,0x74
"TX","data",3.59450576,8.246e-05,0x3A
"TX","data",3.59459256,8.246e-05,0x20
"TX","data",3.59467936,8.246e-05,0x48
"TX","data",3.59476616,8.246e-05,0x50
"TX","data",3.59485296,8.246e-05,0x44
"TX","data",3.59493976,8.246e-05,0x20
"TX","data",3.59502656,8.246e-05,0x65
"TX","data",3.59511334,8.246e-05,0x76
"TX","data",3.59520014,8.246e-05,0x65
"TX","data",3.59528694,8.246e-05,0x6E
"TX","data",3.59537374,8.246e-05,0x74
"TX","data",3.59546054,8.246e-05,0x20
"TX","data",3.59554734,8.246e-05,0x72
"TX","data",3.59563414,8.246e-05,0x65
"TX","data",3.59572094,8.246e-05,0x63
"TX","data",3.59580774,8.246e-05,0x65
"TX","data",3.59589454,8.246e-05,0x69
"TX","data",3.59598134,8.246e-05,0x76
"TX","data",3.59606814,8.246e-05,0x65
"TX","data",3.59615494,8.246e-05,0x64
"TX","data",3.59624174,8.246e-05,0x20
"TX","data",3.59632854,8.246e-05,0x30
"TX","data",3.59641534,8.246e-05,0x78
"TX","data",3.59650214,8.246e-05,0x37
"TX","data",3.59658894,8.246e-05,0x65
"TX","data",3.59667574,8.246e-05,0x3A
"TX","data",3.59676254,8.246e-05,0x30
"TX","data",3.59684934,8.246e-05,0x78
"TX","data",3.59693614,8.246e-05,0x34
"TX","data",3.59702294,8.246e-05,0x35
